,name,rank,plddt,ptm,rmsd_string,rmsd_diffusion,plddt_nonrefined,ptm_nonrefined,rmsd_string_nonrefined,rmsd_var,langevin
925,5KPE_6_4_3_id7,2,73.3525,0.58,10.81299877166748,10.615161895751953,74.14805555555556,0.62,4.269068241119385,6,4
5318,5KPE_6_4_3_id7,3,72.92833333333333,0.57,12.333755493164062,12.273111343383789,74.07490740740741,0.57,4.060146808624268,6,4
12459,5KPE_6_4_3_id7,4,70.58666666666666,0.57,12.125205039978027,12.082133293151855,69.4161111111111,0.56,4.189782619476318,6,4
355,5KPE_6_4_3_id7,5,65.93537037037036,0.51,15.271858215332031,15.24046516418457,64.855,0.49,4.230352878570557,6,4
5406,5KPE_6_4_3_id8,1,72.7837962962963,0.53,11.839347839355469,12.012410163879395,73.69944444444444,0.49,10.28784465789795,6,4
2522,5KPE_6_4_3_id8,2,71.97333333333334,0.55,11.903255462646484,12.070761680603027,72.8310185185185,0.54,10.624580383300781,6,4
7298,5KPE_6_4_3_id8,3,71.75685185185186,0.54,11.97656536102295,12.1526517868042,72.12231481481481,0.56,3.0889458656311035,6,4
11121,5KPE_6_4_3_id8,4,70.93111111111112,0.53,11.844017028808594,12.015198707580566,70.52787037037038,0.48,10.517863273620605,6,4
6952,5KPE_6_4_3_id8,5,68.32240740740741,0.53,11.800514221191406,11.970327377319336,69.77453703703702,0.52,10.314594268798828,6,4
7815,5KPE_6_4_4_id1,1,89.15685185185187,0.75,1.8706071376800537,1.4610719680786133,79.53805555555556,0.63,11.823976516723633,6,4
512,5KPE_6_4_4_id1,2,88.40398148148145,0.72,1.877344012260437,1.480553150177002,78.66453703703702,0.65,2.4197142124176025,6,4
8514,5KPE_6_4_4_id1,3,83.05194444444443,0.66,2.5907418727874756,2.411587715148926,76.9350925925926,0.62,2.103609561920166,6,4
9575,5KPE_6_4_4_id1,4,82.92759259259259,0.67,2.343407392501831,2.079038143157959,76.41611111111112,0.62,14.371878623962402,6,4
11515,5KPE_6_4_4_id1,5,70.97407407407407,0.57,4.724714279174805,4.921685695648193,66.99935185185186,0.54,14.240766525268555,6,4
9974,5KPE_6_4_4_id2,1,80.51361111111112,0.67,6.7679443359375,6.923646926879883,72.47981481481482,0.57,13.260311126708984,6,4
12259,5KPE_6_4_4_id2,2,78.64962962962964,0.65,8.601826667785645,8.769108772277832,56.5362962962963,0.51,15.132153511047363,6,4
3739,5KPE_6_4_4_id2,3,74.8262962962963,0.61,9.497933387756348,9.634525299072266,53.36842592592592,0.47,16.206573486328125,6,4
1618,5KPE_6_4_4_id2,4,74.68490740740741,0.57,11.638935089111328,11.999227523803711,52.90870370370371,0.45,10.853706359863281,6,4
11933,5KPE_6_4_4_id2,5,73.50546296296295,0.58,11.828296661376953,12.191693305969238,51.60638888888889,0.42,9.985665321350098,6,4
7497,5KPE_6_4_4_id3,1,87.6812962962963,0.72,2.2510087490081787,1.8427140712738037,78.89777777777778,0.65,14.585031509399414,6,4
621,5KPE_6_4_4_id3,2,85.95416666666664,0.7,2.4556033611297607,2.0755629539489746,77.8601851851852,0.62,14.733080863952637,6,4
94,5KPE_6_4_4_id3,3,83.35527777777777,0.68,2.6442246437072754,2.3000597953796387,75.32175925925927,0.61,14.470316886901855,6,4
2207,5KPE_6_4_4_id3,4,78.02592592592592,0.61,9.9878568649292,10.219587326049805,73.38981481481481,0.56,14.259618759155273,6,4
7402,5KPE_6_4_4_id3,5,73.90425925925926,0.51,11.733587265014648,11.691671371459961,70.44398148148149,0.5,13.81440544128418,6,4
2927,5KPE_6_4_4_id4,1,82.46064814814815,0.7,5.800547122955322,6.074911594390869,78.76212962962964,0.63,13.780863761901855,6,4
3020,5KPE_6_4_4_id4,2,80.88287037037038,0.7,5.372059345245361,5.640913963317871,74.05425925925925,0.58,13.74830150604248,6,4
8497,5KPE_6_4_4_id4,3,71.42712962962963,0.59,6.159949779510498,6.41472864151001,73.56287037037036,0.56,13.523250579833984,6,4
7262,5KPE_6_4_4_id4,4,70.1362962962963,0.56,10.09520435333252,10.188940048217773,70.00712962962965,0.53,13.866826057434082,6,4
542,5KPE_6_4_4_id4,5,69.2226851851852,0.56,4.374442100524902,4.1668314933776855,66.42074074074074,0.53,15.477384567260742,6,4
4183,5KPE_6_4_4_id5,1,86.9749074074074,0.69,2.1493756771087646,1.7245190143585205,73.17138888888888,0.57,12.867602348327637,6,4
3891,5KPE_6_4_4_id5,2,86.5100925925926,0.67,2.0948638916015625,1.6595155000686646,70.42472222222221,0.54,12.110947608947754,6,4
5968,5KPE_6_4_4_id5,3,85.37101851851851,0.68,2.1723573207855225,1.783046007156372,69.2937037037037,0.55,13.205202102661133,6,4
4566,5KPE_6_4_4_id5,4,85.13953703703707,0.69,1.919356107711792,1.491617202758789,68.65916666666668,0.49,12.842694282531738,6,4
2540,5KPE_6_4_4_id5,5,72.73972222222221,0.56,4.038016319274902,3.83620023727417,65.5022222222222,0.33,29.72943878173828,6,4
2312,5KPE_6_4_4_id6,1,91.81185185185184,0.8,2.722341299057007,2.460695266723633,79.44453703703705,0.69,1.682326316833496,6,4
8659,5KPE_6_4_4_id6,2,89.76351851851851,0.78,2.873507499694824,2.610842227935791,78.96787037037038,0.63,2.1099884510040283,6,4
5696,5KPE_6_4_4_id6,3,89.61824074074075,0.78,2.8594305515289307,2.6053779125213623,78.48351851851851,0.62,13.548591613769531,6,4
12012,5KPE_6_4_4_id6,4,89.01379629629629,0.76,2.7837905883789062,2.4837496280670166,73.96925925925926,0.59,13.674361228942871,6,4
7175,5KPE_6_4_4_id6,5,70.50481481481482,0.56,5.711857795715332,5.565795421600342,65.9549074074074,0.47,12.892476081848145,6,4
1557,5KPE_6_4_4_id7,1,84.73092592592592,0.53,12.534479141235352,12.41130542755127,67.88277777777778,0.55,3.438163995742798,6,4
6455,5KPE_6_4_4_id7,2,75.20675925925924,0.5,12.376160621643066,12.259004592895508,63.298333333333325,0.41,11.78245735168457,6,4
2103,5KPE_6_4_4_id7,3,71.6037962962963,0.49,14.221304893493652,14.42842960357666,63.07759259259259,0.44,11.594188690185547,6,4
11689,5KPE_6_4_4_id7,4,68.08731481481482,0.46,10.179183959960938,9.9326171875,58.92018518518518,0.46,12.002604484558105,6,4
1664,5KPE_6_4_4_id7,5,63.13592592592592,0.48,13.794299125671387,13.894301414489746,58.15203703703705,0.39,11.449333190917969,6,4
7585,5KPE_6_4_4_id8,1,88.47694444444443,0.73,2.1137266159057617,1.7239787578582764,75.62305555555555,0.63,13.737536430358887,6,4
12434,5KPE_6_4_4_id8,2,87.25,0.68,1.9197908639907837,1.4636931419372559,74.84083333333334,0.63,13.826358795166016,6,4
7144,5KPE_6_4_4_id8,3,86.40018518518518,0.67,2.275310516357422,1.9796124696731567,72.96833333333333,0.58,13.37145709991455,6,4
4307,5KPE_6_4_4_id8,4,84.66925925925928,0.66,2.609637498855591,2.37084698677063,71.11925925925925,0.59,13.46085262298584,6,4
5538,5KPE_6_4_4_id8,5,84.34324074074075,0.65,2.3419229984283447,2.004843235015869,69.2387962962963,0.57,4.140669822692871,6,4
7725,5KPE_6_4_5_id1,1,83.82824074074075,0.69,9.998849868774414,10.31822681427002,83.65805555555553,0.61,13.640347480773926,6,4
9458,5KPE_6_4_5_id1,2,79.68777777777777,0.56,11.981125831604004,11.666540145874023,79.77111111111114,0.56,13.369881629943848,6,4
537,5KPE_6_4_5_id1,3,76.61074074074075,0.56,10.480788230895996,10.574070930480957,78.60148148148151,0.55,13.375734329223633,6,4
12332,5KPE_6_4_5_id1,4,76.11185185185185,0.55,10.7056245803833,10.470494270324707,76.54564814814813,0.57,10.316086769104004,6,4
3720,5KPE_6_4_5_id1,5,76.02027777777778,0.57,10.791064262390137,10.887124061584473,75.0612037037037,0.57,10.188472747802734,6,4
6533,5KPE_6_4_5_id2,1,80.1839814814815,0.6,13.429976463317871,13.657068252563477,72.08574074074073,0.59,2.9215638637542725,6,4
10646,5KPE_6_4_5_id2,2,75.47157407407407,0.58,12.196348190307617,12.33027458190918,68.36527777777778,0.53,13.068949699401855,6,4
9741,5KPE_6_4_5_id2,3,75.19638888888889,0.58,13.358372688293457,13.655983924865723,67.63824074074074,0.55,13.528923034667969,6,4
3937,5KPE_6_4_5_id2,4,74.13740740740741,0.56,13.414546966552734,13.706266403198242,67.44898148148148,0.57,13.428457260131836,6,4
10271,5KPE_6_4_5_id2,5,74.00046296296297,0.59,13.714029312133789,14.03176498413086,63.49972222222223,0.55,13.160635948181152,6,4
3369,5KPE_6_4_5_id3,1,77.9912037037037,0.65,8.262131690979004,8.639456748962402,60.82018518518517,0.41,12.775424003601074,6,4
7932,5KPE_6_4_5_id3,2,77.89546296296295,0.65,9.76688003540039,10.072111129760742,58.74240740740741,0.45,12.056984901428223,6,4
10071,5KPE_6_4_5_id3,3,75.32509259259258,0.62,7.7364702224731445,8.04211711883545,49.4587962962963,0.37,13.854065895080566,6,4
505,5KPE_6_4_5_id3,4,74.14694444444444,0.61,7.782406330108643,8.134455680847168,49.20018518518518,0.3,16.282670974731445,6,4
7068,5KPE_6_4_5_id3,5,72.26629629629629,0.58,8.81494426727295,9.138649940490723,46.39472222222222,0.31,14.62109661102295,6,4
9705,5KPE_6_4_5_id4,1,85.37972222222224,0.69,2.0489256381988525,1.8799138069152832,71.60888888888887,0.52,10.103477478027344,6,4
38,5KPE_6_4_5_id4,2,84.76935185185184,0.7,2.132734537124634,2.022602081298828,70.41296296296298,0.53,10.700919151306152,6,4
4134,5KPE_6_4_5_id4,3,83.2788888888889,0.68,1.9408503770828247,1.853459358215332,69.76222222222222,0.52,10.310425758361816,6,4
85,5KPE_6_4_5_id4,4,77.71194444444446,0.61,2.53024959564209,2.5786209106445312,65.13870370370371,0.5,13.895309448242188,6,4
4771,5KPE_6_4_5_id4,5,72.33092592592592,0.56,4.140711307525635,4.088216304779053,60.73925925925927,0.45,11.191699981689453,6,4
10692,5KPE_6_4_5_id5,1,77.09638888888887,0.52,14.088804244995117,14.218740463256836,65.415,0.5,10.53203296661377,6,4
12009,5KPE_6_4_5_id5,2,76.88305555555556,0.57,4.9943060874938965,4.510849475860596,65.03935185185185,0.44,10.062446594238281,6,4
7518,5KPE_6_4_5_id5,3,75.48972222222221,0.53,3.9827778339385986,3.653358221054077,64.43287037037037,0.47,9.95368766784668,6,4
6089,5KPE_6_4_5_id5,4,73.05629629629631,0.53,5.41097354888916,5.098465442657471,63.40981481481481,0.48,10.155646324157715,6,4
10250,5KPE_6_4_5_id5,5,72.54518518518519,0.55,4.973594665527344,4.696738243103027,61.01740740740741,0.44,4.069855213165283,6,4
2686,5KPE_6_4_5_id6,1,82.0524074074074,0.59,14.031750679016113,14.008576393127441,82.60111111111111,0.68,1.6856834888458252,6,4
10225,5KPE_6_4_5_id6,2,74.91259259259259,0.56,13.27447509765625,13.48766803741455,79.77148148148147,0.64,1.9303158521652222,6,4
7755,5KPE_6_4_5_id6,3,73.99555555555555,0.56,3.83081316947937,3.4187710285186768,79.45324074074075,0.6,1.3454573154449463,6,4
8588,5KPE_6_4_5_id6,4,73.46037037037038,0.56,13.468456268310547,13.474769592285156,71.48314814814815,0.52,2.378962993621826,6,4
1800,5KPE_6_4_5_id6,5,71.88611111111112,0.55,4.507319927215576,4.0656585693359375,68.47787037037035,0.52,5.3957672119140625,6,4
8045,5KPE_6_4_5_id7,1,75.11481481481482,0.57,2.934368371963501,2.7350454330444336,67.87657407407409,0.52,11.182181358337402,6,4
4923,5KPE_6_4_5_id7,2,74.45101851851852,0.57,2.753507614135742,2.662785768508911,66.9022222222222,0.52,10.158164024353027,6,4
5598,5KPE_6_4_5_id7,3,72.00268518518519,0.56,2.890190839767456,2.850436210632324,66.34981481481482,0.47,11.445852279663086,6,4
686,5KPE_6_4_5_id7,4,66.06333333333333,0.49,3.661451816558838,3.478435754776001,65.74509259259258,0.49,11.44324016571045,6,4
4282,5KPE_6_4_5_id7,5,63.03435185185185,0.45,3.599139928817749,3.494445323944092,64.69546296296296,0.5,12.194950103759766,6,4
11709,5KPE_6_4_5_id8,1,84.93490740740741,0.69,2.3199002742767334,2.1230900287628174,75.16055555555556,0.6,11.714031219482422,6,4
5918,5KPE_6_4_5_id8,2,83.92833333333336,0.65,2.3138628005981445,2.1821837425231934,73.47564814814815,0.5,13.670868873596191,6,4
11006,5KPE_6_4_5_id8,3,81.92157407407406,0.64,2.230741500854492,2.211822509765625,71.47472222222223,0.52,10.177647590637207,6,4
3378,5KPE_6_4_5_id8,4,76.27898148148148,0.6,3.2616050243377686,3.2268102169036865,71.09842592592592,0.52,10.22662353515625,6,4
8727,5KPE_6_4_5_id8,5,74.9287962962963,0.57,2.783473014831543,2.7905900478363037,69.98916666666666,0.53,10.32412338256836,6,4
2573,5KPE_6_4_6_id1,1,79.87027777777779,0.61,10.519181251525879,10.51015853881836,80.13222222222221,0.64,10.069433212280273,6,4
10330,5KPE_6_4_6_id1,2,77.24870370370371,0.6,10.729795455932617,10.70329475402832,79.99972222222222,0.66,9.875585556030273,6,4
12005,5KPE_6_4_6_id1,3,76.93592592592593,0.57,10.999545097351074,10.726960182189941,79.52907407407407,0.63,10.058724403381348,6,4
4029,5KPE_6_4_6_id1,4,76.86064814814814,0.6,11.1366605758667,11.225680351257324,76.81166666666667,0.59,10.222317695617676,6,4
7347,5KPE_6_4_6_id1,5,72.86583333333334,0.61,10.560623168945312,10.66844367980957,75.78962962962963,0.56,10.084001541137695,6,4
2504,5KPE_6_4_6_id2,1,95.22222222222224,0.86,1.6105543375015259,0.9613959789276123,75.72407407407407,0.6,2.848475217819214,6,4
10700,5KPE_6_4_6_id2,2,94.2700925925926,0.84,1.734147071838379,1.102628231048584,71.81277777777778,0.58,2.425553321838379,6,4
11131,5KPE_6_4_6_id2,3,92.7825925925926,0.82,1.665884256362915,1.0081874132156372,70.35851851851852,0.57,12.243780136108398,6,4
2033,5KPE_6_4_6_id2,4,92.77537037037035,0.8,1.6115176677703857,0.9684120416641235,68.74240740740741,0.48,2.8903303146362305,6,4
7516,5KPE_6_4_6_id2,5,92.26462962962964,0.8,1.663887858390808,1.0129525661468506,62.81564814814815,0.48,12.094758033752441,6,4
11033,5KPE_6_4_6_id3,1,94.6537962962963,0.85,1.6888116598129272,1.0246226787567139,82.24324074074073,0.57,14.730189323425293,6,4
7509,5KPE_6_4_6_id3,2,92.00203703703704,0.82,1.6808862686157227,1.0139721632003784,79.09870370370369,0.56,14.322042465209961,6,4
2090,5KPE_6_4_6_id3,3,91.57990740740742,0.79,1.6979732513427734,1.0436527729034424,76.1848148148148,0.53,15.897135734558105,6,4
8361,5KPE_6_4_6_id3,4,91.27472222222224,0.8,1.7525355815887451,1.1193056106567383,75.68453703703703,0.56,11.567795753479004,6,4
8560,5KPE_6_4_6_id3,5,83.31222222222223,0.66,1.895769715309143,1.2689110040664673,73.71259259259257,0.55,10.9961576461792,6,4
5064,5KPE_6_4_6_id4,1,89.41740740740742,0.74,1.7985258102416992,1.193528652191162,83.40157407407408,0.63,11.59902286529541,6,4
10888,5KPE_6_4_6_id4,2,88.97416666666666,0.72,2.067338705062866,1.471038579940796,81.17703703703702,0.61,11.388875007629395,6,4
2212,5KPE_6_4_6_id4,3,79.5652777777778,0.53,12.559237480163574,12.348045349121094,77.25574074074075,0.52,11.299399375915527,6,4
12551,5KPE_6_4_6_id4,4,77.69018518518517,0.55,6.718942642211914,6.529745101928711,70.54175925925927,0.54,6.298243522644043,6,4
2915,5KPE_6_4_6_id4,5,75.27277777777778,0.52,13.192856788635254,13.023726463317871,69.63037037037037,0.51,11.077494621276855,6,4
3769,5KPE_6_4_6_id5,1,78.07527777777777,0.56,10.912321090698242,10.841347694396973,75.60916666666665,0.61,2.225978136062622,6,4
7250,5KPE_6_4_6_id5,2,76.67518518518519,0.54,12.588627815246582,12.833637237548828,74.51416666666667,0.54,2.6367363929748535,6,4
10716,5KPE_6_4_6_id5,3,73.94037037037036,0.53,10.711684226989746,10.477447509765625,73.9372222222222,0.56,2.623812198638916,6,4
4520,5KPE_6_4_6_id5,4,72.44222222222221,0.53,10.837310791015625,10.781317710876465,73.86027777777777,0.61,3.377143383026123,6,4
11339,5KPE_6_4_6_id5,5,69.55611111111111,0.55,4.310756683349609,3.86051344871521,70.80444444444446,0.54,2.600041151046753,6,4
10192,5KPE_6_4_6_id6,1,82.52925925925928,0.62,11.053194999694824,11.15466022491455,65.48240740740741,0.46,2.7602853775024414,6,4
8436,5KPE_6_4_6_id6,2,80.29638888888888,0.59,11.240561485290527,11.351579666137695,65.15379629629629,0.47,10.987333297729492,6,4
11467,5KPE_6_4_6_id6,3,79.34944444444444,0.64,10.385187149047852,10.528000831604004,60.46675925925925,0.47,10.893166542053223,6,4
9218,5KPE_6_4_6_id6,4,71.68101851851853,0.53,10.489705085754395,10.574592590332031,58.42425925925926,0.43,11.55262279510498,6,4
1252,5KPE_6_4_6_id6,5,71.45287037037036,0.54,10.8875732421875,11.042041778564453,58.025370370370375,0.4,11.310230255126953,6,4
3784,5KPE_6_4_6_id7,1,93.23240740740742,0.84,1.3662737607955933,0.7741103768348694,75.14620370370369,0.58,10.171368598937988,6,4
7254,5KPE_6_4_6_id7,2,81.14805555555557,0.59,14.097831726074219,14.280489921569824,69.70481481481481,0.54,12.359766006469727,6,4
2281,5KPE_6_4_6_id7,3,74.0376851851852,0.53,5.523972988128662,5.30534553527832,67.57962962962964,0.51,12.524928092956543,6,4
4957,5KPE_6_4_6_id7,4,72.67833333333334,0.51,11.257292747497559,11.205584526062012,66.2174074074074,0.53,13.268691062927246,6,4
10048,5KPE_6_4_6_id7,5,72.08861111111112,0.54,4.995223045349121,4.7886552810668945,60.49157407407407,0.44,12.666341781616211,6,4
5358,5KPE_6_4_6_id8,1,92.26842592592592,0.82,1.7638885974884033,1.13314688205719,80.09435185185187,0.63,10.504944801330566,6,4
1958,5KPE_6_4_6_id8,2,90.45953703703702,0.77,1.7736289501190186,1.1420791149139404,78.38722222222222,0.6,10.12124252319336,6,4
5886,5KPE_6_4_6_id8,3,90.35111111111112,0.76,1.7388319969177246,1.116851806640625,75.1986111111111,0.59,10.146007537841797,6,4
738,5KPE_6_4_6_id8,4,88.7535185185185,0.73,1.8904794454574585,1.2814518213272095,73.03981481481482,0.55,10.25914478302002,6,4
4490,5KPE_6_4_6_id8,5,75.1362962962963,0.59,5.161587715148926,4.952230930328369,71.42833333333334,0.56,10.267024040222168,6,4
1261,5KPE_6_4_7_id1,1,90.80342592592594,0.79,3.903052806854248,3.6541099548339844,72.7622222222222,0.55,13.538393020629883,6,4
3212,5KPE_6_4_7_id1,2,88.14870370370372,0.72,4.044222354888916,3.754092216491699,72.1625925925926,0.55,11.235095977783203,6,4
5795,5KPE_6_4_7_id1,3,84.33851851851853,0.7,3.9521687030792236,3.6530277729034424,70.95962962962962,0.58,2.7653727531433105,6,4
11651,5KPE_6_4_7_id1,4,82.07157407407405,0.66,3.8732874393463135,3.5316853523254395,68.17583333333334,0.54,3.931001663208008,6,4
8059,5KPE_6_4_7_id1,5,70.62166666666668,0.52,4.394951820373535,4.068876266479492,67.5010185185185,0.53,3.111764669418335,6,4
10073,5KPE_6_4_7_id2,1,74.92546296296298,0.58,11.057580947875977,11.326156616210938,73.29814814814814,0.63,12.878947257995605,6,4
5656,5KPE_6_4_7_id2,2,73.29564814814815,0.52,8.334673881530762,7.910660743713379,71.4424074074074,0.59,12.36860179901123,6,4
11521,5KPE_6_4_7_id2,3,68.73342592592593,0.52,14.422818183898926,14.272932052612305,71.01064814814815,0.56,14.450592994689941,6,4
4546,5KPE_6_4_7_id2,4,68.64287037037036,0.53,4.310564994812012,3.9469943046569824,68.33462962962963,0.54,11.61030387878418,6,4
8909,5KPE_6_4_7_id2,5,65.76574074074074,0.5,14.50672435760498,14.54766845703125,65.06666666666666,0.52,6.5480756759643555,6,4
429,5KPE_6_4_7_id3,1,89.44462962962963,0.78,1.5267300605773926,0.9810678362846375,77.58324074074073,0.61,9.536523818969727,6,4
1215,5KPE_6_4_7_id3,2,85.18305555555558,0.68,2.1714446544647217,1.6783698797225952,74.55277777777778,0.57,10.885339736938477,6,4
11484,5KPE_6_4_7_id3,3,84.85018518518518,0.68,4.056270122528076,3.7115800380706787,74.5213888888889,0.56,14.8356351852417,6,4
4891,5KPE_6_4_7_id3,4,84.61842592592593,0.67,2.90848970413208,2.5174081325531006,71.21638888888889,0.52,10.885641098022461,6,4
6574,5KPE_6_4_7_id3,5,83.4523148148148,0.67,3.8598787784576416,3.5227572917938232,68.70953703703702,0.52,10.74034595489502,6,4
2575,5KPE_6_4_7_id4,1,90.65185185185184,0.77,1.660336971282959,1.2660032510757446,73.9037962962963,0.59,11.021000862121582,6,4
356,5KPE_6_4_7_id4,2,90.05083333333332,0.76,2.6224472522735596,2.210139751434326,73.37666666666667,0.57,11.348607063293457,6,4
1504,5KPE_6_4_7_id4,3,89.54453703703703,0.76,1.6405748128890991,1.2292975187301636,73.19398148148147,0.6,10.442744255065918,6,4
3610,5KPE_6_4_7_id4,4,81.13222222222221,0.41,32.590972900390625,32.127410888671875,72.93037037037035,0.62,11.176346778869629,6,4
5803,5KPE_6_4_7_id4,5,69.57611111111112,0.56,4.359397888183594,3.945513963699341,72.49509259259258,0.56,11.13553237915039,6,4
7619,5KPE_6_4_7_id5,1,92.92462962962964,0.83,1.6655265092849731,1.2071186304092407,77.65972222222223,0.61,10.793212890625,6,4
11524,5KPE_6_4_7_id5,2,89.58907407407406,0.74,1.7870272397994995,1.3879764080047607,71.96120370370369,0.57,10.573253631591797,6,4
12042,5KPE_6_4_7_id5,3,87.57518518518518,0.73,1.5051305294036865,1.1180224418640137,68.96796296296296,0.52,11.867741584777832,6,4
2668,5KPE_6_4_7_id5,4,55.403055555555554,0.4,10.897200584411621,10.95560359954834,66.9223148148148,0.51,10.975552558898926,6,4
5855,5KPE_6_4_7_id5,5,48.119074074074064,0.31,13.201375007629395,13.16994857788086,66.77083333333334,0.51,10.455526351928711,6,4
11722,5KPE_6_4_7_id6,1,87.71824074074074,0.72,1.6818920373916626,1.173036813735962,74.8935185185185,0.63,10.632638931274414,6,4
10736,5KPE_6_4_7_id6,2,87.22296296296294,0.67,1.6906287670135498,1.2176433801651,74.15777777777778,0.63,10.598651885986328,6,4
4237,5KPE_6_4_7_id6,3,86.84101851851854,0.67,1.7649178504943848,1.2796937227249146,72.44277777777776,0.59,10.907242774963379,6,4
5355,5KPE_6_4_7_id6,4,86.53972222222221,0.68,1.7280820608139038,1.2347970008850098,71.1962037037037,0.59,10.545145988464355,6,4
1249,5KPE_6_4_7_id6,5,85.35666666666667,0.68,1.6529262065887451,1.1968024969100952,66.93222222222222,0.53,10.5483980178833,6,4
9520,5KPE_6_4_7_id7,1,89.75435185185187,0.78,3.031069755554199,2.571742057800293,75.70527777777778,0.63,11.504655838012695,6,4
6043,5KPE_6_4_7_id7,2,87.62222222222223,0.73,1.679113745689392,1.1492011547088623,72.79481481481481,0.62,13.19128131866455,6,4
4981,5KPE_6_4_7_id7,3,87.39796296296298,0.72,3.046715497970581,2.6066925525665283,71.89101851851852,0.61,11.67657470703125,6,4
10792,5KPE_6_4_7_id7,4,84.97305555555556,0.71,2.7543184757232666,2.3205416202545166,71.5112962962963,0.59,14.140238761901855,6,4
2808,5KPE_6_4_7_id7,5,61.19185185185184,0.51,13.156132698059082,13.069977760314941,66.89203703703704,0.56,13.455071449279785,6,4
1873,5KPE_6_4_7_id8,1,87.61981481481483,0.72,1.8442248106002808,1.4926239252090454,76.02564814814815,0.6,12.167778968811035,6,4
9816,5KPE_6_4_7_id8,2,87.28055555555555,0.69,2.1050450801849365,1.7104140520095825,74.04907407407407,0.6,6.069141387939453,6,4
11451,5KPE_6_4_7_id8,3,86.79425925925925,0.67,1.8566820621490479,1.4383766651153564,73.91537037037037,0.62,4.373667240142822,6,4
12502,5KPE_6_4_7_id8,4,86.35083333333336,0.69,1.8903326988220215,1.4509748220443726,73.64407407407407,0.55,15.772911071777344,6,4
4107,5KPE_6_4_7_id8,5,86.2823148148148,0.69,1.9665368795394897,1.5409551858901978,70.8600925925926,0.55,6.597417831420898,6,4
7135,5KPE_6_4_8_id1,1,79.96444444444445,0.55,10.98415470123291,10.861104011535645,71.15962962962963,0.55,12.813925743103027,6,4
8644,5KPE_6_4_8_id1,2,79.44768518518516,0.53,10.674748420715332,10.536572456359863,65.81953703703704,0.49,12.88599967956543,6,4
8236,5KPE_6_4_8_id1,3,76.41638888888889,0.54,10.833175659179688,10.773528099060059,64.95324074074075,0.51,12.98397159576416,6,4
5208,5KPE_6_4_8_id1,4,74.10185185185185,0.54,10.748974800109863,10.695442199707031,62.35537037037037,0.5,13.234721183776855,6,4
10204,5KPE_6_4_8_id1,5,71.35416666666666,0.53,10.904727935791016,10.791304588317871,52.68055555555557,0.45,14.765912055969238,6,4
3513,5KPE_6_4_8_id2,1,82.19222222222221,0.54,12.417162895202637,12.321148872375488,73.63592592592592,0.57,3.07666015625,6,4
12148,5KPE_6_4_8_id2,2,81.51759259259259,0.54,13.43716812133789,13.340380668640137,72.6362962962963,0.59,3.0764505863189697,6,4
11478,5KPE_6_4_8_id2,3,81.29824074074074,0.54,11.678092002868652,11.630459785461426,72.56814814814814,0.57,4.347812652587891,6,4
9471,5KPE_6_4_8_id2,4,71.99527777777779,0.51,14.900586128234863,15.04335880279541,71.33361111111111,0.59,3.9300105571746826,6,4
3953,5KPE_6_4_8_id2,5,68.68916666666667,0.5,7.023468494415283,6.738247394561768,69.12361111111112,0.59,5.102255821228027,6,4
3451,5KPE_6_4_8_id3,1,87.14944444444444,0.74,2.0331902503967285,1.517543077468872,75.55407407407408,0.61,3.234233856201172,6,4
11927,5KPE_6_4_8_id3,2,70.31287037037036,0.56,14.477250099182129,14.558502197265625,74.76601851851852,0.61,3.3850960731506348,6,4
1580,5KPE_6_4_8_id3,3,68.57555555555555,0.52,14.976903915405273,15.074735641479492,74.41175925925926,0.54,3.1923444271087646,6,4
10403,5KPE_6_4_8_id3,4,65.68574074074074,0.51,14.973069190979004,15.08810043334961,62.71592592592593,0.52,2.696052074432373,6,4
5529,5KPE_6_4_8_id3,5,62.00212962962964,0.47,5.584521770477295,5.227501392364502,59.36509259259259,0.46,3.359257221221924,6,4
365,5KPE_6_4_8_id4,1,58.5937037037037,0.41,14.235706329345703,14.379290580749512,78.6649074074074,0.62,2.146160125732422,6,4
2823,5KPE_6_4_8_id4,2,58.48546296296296,0.43,11.253639221191406,11.441343307495117,74.62472222222222,0.62,1.8896008729934692,6,4
9528,5KPE_6_4_8_id4,3,55.33175925925926,0.36,14.45433521270752,14.580799102783203,69.25083333333333,0.58,1.782792091369629,6,4
2053,5KPE_6_4_8_id4,4,51.96231481481482,0.4,13.85030746459961,14.015288352966309,67.63759259259258,0.51,1.9280346632003784,6,4
64,5KPE_6_4_8_id4,5,48.97648148148147,0.33,13.363319396972656,13.521170616149902,65.89351851851853,0.49,2.1121227741241455,6,4
10285,5KPE_6_4_8_id5,1,81.40740740740739,0.57,10.520812034606934,10.369193077087402,72.86425925925926,0.54,2.626183271408081,6,4
2142,5KPE_6_4_8_id5,2,79.81351851851852,0.56,10.589494705200195,10.412755012512207,66.88287037037037,0.53,13.300934791564941,6,4
3492,5KPE_6_4_8_id5,3,76.24342592592592,0.58,15.105892181396484,15.175925254821777,66.81953703703704,0.52,13.220980644226074,6,4
2085,5KPE_6_4_8_id5,4,74.44361111111111,0.56,14.297980308532715,14.37728500366211,66.0075,0.5,13.434930801391602,6,4
2150,5KPE_6_4_8_id5,5,65.49009259259259,0.51,4.326630592346191,4.24802303314209,59.21935185185185,0.51,11.350509643554688,6,4
